transaction_date,owner,ticker,asset_type,type,amount,senator,basis,SPY basis
04/07/2020,Joint,T,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,30,269
04/07/2020,Joint,MDLZ,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,52,269
04/07/2020,Joint,FDX,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,120,269
04/07/2020,Joint,LOW,Stock,Sale (Full),"$250,001 - $500,000",Kelly Loeffler,93,269
04/07/2020,Joint,TFC,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,31,269
04/07/2020,Joint,SAP,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,112,269
04/07/2020,Joint,DOCU,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,88,269
04/07/2020,Joint,LMT,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,367,269
04/07/2020,Joint,DIS,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,103,269
04/07/2020,Joint,AMGN,Stock,Sale (Full),"$250,001 - $500,000",Kelly Loeffler,211,269
04/07/2020,Joint,BAC,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,22,269
04/07/2020,Joint,STZ,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,154,269
04/07/2020,Joint,JD,Stock,Sale (Full),"$250,001 - $500,000",Kelly Loeffler,42,269
04/07/2020,Joint,KEY,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,10,269
04/07/2020,Joint,ORCL,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,51,269
03/12/2020,Joint,DG,Stock,Sale (Partial),"$50,001 - $100,000",Kelly Loeffler,147,254
02/28/2020,Joint,DG,Stock,Sale (Partial),"$50,001 - $100,000",Kelly Loeffler,152,292
02/28/2020,Joint,CME,Stock,Sale (Partial),"$50,001 - $100,000",Kelly Loeffler,202,292
02/27/2020,Joint,FIS,Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,141,303
04/07/2020,Spouse,WDC,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,44,269
04/07/2020,Spouse,TRV,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,102,269
03/31/2020,Spouse,TRV,Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,100,259
04/07/2020,Spouse,PRU,Stock,Sale (Partial),"$100,001 - $250,000",Kelly Loeffler,52,269
04/07/2020,Spouse,NNVC,Stock,Sale (Full),"$1,001 - $15,000",Kelly Loeffler,5,269
04/07/2020,Spouse,K,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,63,269
04/07/2020,Spouse,HIG,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,36,269
04/07/2020,Spouse,GLNCY,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,3,269
04/07/2020,Spouse,EMR,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,51,269
04/07/2020,Spouse,DD,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,37,269
04/07/2020,Spouse,DAL,Stock,Sale (Full),"$50,001 - $100,000",Kelly Loeffler,23,269
04/07/2020,Spouse,CVX,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,82,269
04/07/2020,Spouse,CSCO,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,41,269
04/07/2020,Spouse,CR,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,51,269
04/07/2020,Spouse,CAH,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,49,269
04/07/2020,Spouse,AIZ,Stock,Sale (Full),"$250,001 - $500,000",Kelly Loeffler,106,269
04/07/2020,Spouse,AIG,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,23,269
04/07/2020,Spouse,ADM,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,36,269
04/07/2020,Joint,HELE,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,140,269
04/07/2020,Joint,GOOGL,Stock,Sale (Full),"$250,001 - $500,000",Kelly Loeffler,1199,269
04/07/2020,Joint,ARNA,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,47,269
04/07/2020,Joint,ADP,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,141,269
04/07/2020,Joint,CME,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,182,269
04/07/2020,Joint,COST,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,305,269
04/07/2020,Spouse,DG,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,168,269
04/07/2020,Joint,FIS,Stock,Sale (Full),"$50,001 - $100,000",Kelly Loeffler,124,269
04/07/2020,Joint,MSFT,Stock,Sale (Full),"$250,001 - $500,000",Kelly Loeffler,166,269
04/07/2020,Joint,RTX,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,60,269
04/07/2020,Joint,VTR,Stock,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,27,269
03/27/2020,Spouse,AIG,Stock,Purchase,"$1,001 - $15,000",Kelly Loeffler,25,254
03/20/2020,Spouse,WDC,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,32,236
03/20/2020,Spouse,K,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,58,236
03/20/2020,Spouse,EMR,Stock,Purchase,"$250,001 - $500,000",Kelly Loeffler,45,236
03/20/2020,Spouse,CR,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,42,236
03/20/2020,Spouse,CSCO,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,36,236
03/20/2020,Spouse,ADM,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,32,236
03/20/2020,Spouse,PRU,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,43,236
03/20/2020,Spouse,CVX,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,58,236
03/20/2020,Spouse,DAL,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,23,236
03/20/2020,Spouse,AIZ,Stock,Purchase,"$1,001 - $15,000",Kelly Loeffler,87,236
03/20/2020,Spouse,HIG,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,32,236
03/20/2020,Spouse,CAH,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,44,236
03/18/2020,Spouse,AIZ,Stock,Purchase,"$250,001 - $500,000",Kelly Loeffler,84,238
03/17/2020,Spouse,PRU,Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,44,247
03/17/2020,Spouse,DAL,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,33,247
03/16/2020,Spouse,AIG,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,23,243
03/16/2020,Spouse,CVX,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,72,243
03/13/2020,Spouse,CSCO,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,35,263
03/16/2020,Joint,ADP,Stock,Sale (Partial),"$1,001 - $15,000",Kelly Loeffler,126,243
03/16/2020,Joint,FIS,Stock,Sale (Partial),"$1,001 - $15,000",Kelly Loeffler,111,243
03/16/2020,Joint,CME,Stock,Sale (Partial),"$15,001 - $50,000",Kelly Loeffler,157,243
03/17/2020,Joint,DG,Stock,Sale (Partial),"$1,001 - $15,000",Kelly Loeffler,146,247
03/17/2020,Joint,TDG,Stock,Sale (Partial),"$50,001 - $100,000",Kelly Loeffler,324,247
03/19/2020,Joint,CME,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,147,239
03/19/2020,Joint,MSFT,Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,143,239
03/18/2020,Joint,TDG,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,251,238
03/03/2020,Spouse,JPM,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,119,305
03/03/2020,Spouse,MSFT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,168,305
03/03/2020,Spouse,JNJ,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,137,305
03/03/2020,Spouse,ABT,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,80,305
03/17/2020,Spouse,DXCM,Stock,Sale (Partial),"$250,001 - $500,000",Tina Smith,198,247
03/17/2020,Spouse,PODD,Stock,Sale (Partial),"$250,001 - $500,000",Tina Smith,133,247
03/11/2020,Self,ILMN,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,253,276
03/11/2020,Self,CGNX,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,40,276
03/11/2020,Self,SIEGY,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,45,276
02/27/2020,Joint,RPM,Stock,Sale (Partial),"$50,001 - $100,000",Daniel S Sullivan,67,303
03/20/2020,Self,BAM,Stock,Sale (Partial),"$1,001 - $15,000",James M Inhofe,27,236
03/09/2020,Self,C,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,53,276
03/31/2020,Joint,MU,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",43,259
03/31/2020,Joint,MRK,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",73,259
03/23/2020,Joint,NWS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8,224
03/02/2020,Joint,KR,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",29,302
03/02/2020,Joint,DD,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",43,302
03/02/2020,Joint,CZR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",47,302
03/02/2020,Joint,CZR,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",47,302
03/02/2020,Joint,BAC,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",28,302
03/03/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",29,305
03/03/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",29,305
03/04/2020,Joint,BAC,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",28,308
03/04/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,308
03/04/2020,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",21,308
03/04/2020,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",21,308
03/04/2020,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",21,308
03/04/2020,Joint,GM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",31,308
03/04/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,308
03/05/2020,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",20,303
03/05/2020,Joint,KR,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",32,303
03/05/2020,Joint,BRK-B,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",210,303
03/05/2020,Joint,BRK-B,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",210,303
03/05/2020,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",20,303
03/06/2020,Joint,BRK-B,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",204,294
03/06/2020,Joint,BAC,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",25,294
03/06/2020,Joint,BRK-B,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",204,294
03/09/2020,Joint,BRK-B,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",194,276
03/10/2020,Joint,MSM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",54,283
03/10/2020,Joint,M,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",10,283
03/10/2020,Joint,NWSA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",10,283
03/10/2020,Joint,FOXA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",28,283
03/10/2020,Joint,EAF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",7,283
03/11/2020,Joint,GEL,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",5,276
03/13/2020,Joint,ENB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",29,263
03/13/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,263
03/13/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,263
03/13/2020,Joint,TRP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",40,263
03/13/2020,Joint,ENB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",29,263
03/13/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,263
03/13/2020,Joint,TRP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",40,263
03/16/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,243
03/16/2020,Joint,AXTA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",16,243
03/16/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,243
03/16/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",30,243
03/16/2020,Joint,KR,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",30,243
03/16/2020,Joint,RF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8,243
03/16/2020,Joint,FOX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",23,243
03/16/2020,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",36,243
03/16/2020,Joint,HUN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,243
03/17/2020,Joint,UHAL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",280,247
03/17/2020,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",35,247
03/17/2020,Joint,AXTA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",15,247
03/17/2020,Joint,PG,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",115,247
03/17/2020,Joint,PEP,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",122,247
03/17/2020,Joint,NWSA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",10,247
03/17/2020,Joint,FHB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",18,247
03/17/2020,Joint,CTSH,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",47,247
03/17/2020,Joint,SYY,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",35,247
03/17/2020,Joint,MSM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",54,247
03/17/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",32,247
03/17/2020,Joint,WFC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",28,247
03/17/2020,Joint,HUN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",14,247
03/18/2020,Joint,GM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",17,238
03/18/2020,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",28,238
03/18/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,238
03/18/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,238
03/18/2020,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",20,238
03/18/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,238
03/18/2020,Joint,UHAL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",264,238
03/18/2020,Joint,CDLX,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",35,238
03/18/2020,Joint,CDLX,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",35,238
03/18/2020,Joint,LYV,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",28,238
03/19/2020,Joint,SBUX,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",58,239
03/19/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,239
03/19/2020,Joint,GOOG,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",1106,239
03/19/2020,Joint,KR,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",34,239
03/19/2020,Joint,CLX,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",192,239
03/20/2020,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2,236
03/20/2020,Joint,SYY,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",39,236
03/20/2020,Joint,PAGP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",5,236
03/20/2020,Joint,MSM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",49,236
03/20/2020,Joint,NWSA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",9,236
03/20/2020,Joint,PAGP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",5,236
03/20/2020,Joint,KR,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",32,236
03/20/2020,Joint,M,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",6,236
03/23/2020,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",18,224
03/23/2020,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2,224
03/23/2020,Joint,SBUX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",56,224
03/23/2020,Joint,BAC,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",18,224
03/23/2020,Joint,SBUX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",56,224
03/23/2020,Joint,RL,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",65,224
03/24/2020,Joint,SBUX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",63,238
03/24/2020,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2,238
03/25/2020,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2,246
03/26/2020,Joint,DOW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",30,255
03/26/2020,Joint,NFLX,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",353,255
03/26/2020,Joint,TRP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",42,255
03/26/2020,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2,255
03/26/2020,Joint,WMB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",13,255
03/26/2020,Joint,LNG,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",34,255
03/27/2020,Joint,ORCL,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",49,254
03/27/2020,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2,254
03/27/2020,Joint,VIAC,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",13,254
03/27/2020,Joint,MU,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",43,254
03/27/2020,Joint,GPK,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",12,254
03/27/2020,Joint,SBUX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",66,254
03/27/2020,Joint,MU,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",43,254
03/30/2020,Joint,GPK,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",12,258
03/30/2020,Joint,MU,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",44,258
03/30/2020,Joint,MU,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",44,258
03/24/2020,Spouse,VZ,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,50,238
03/23/2020,Spouse,CEF,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,13,224
03/27/2020,Spouse,DIS,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,98,254
03/27/2020,Spouse,SWKS,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,88,254
03/27/2020,Spouse,CVS,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,57,254
03/27/2020,Spouse,PYPL,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,95,254
03/24/2020,Spouse,VOD,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,13,238
03/24/2020,Spouse,MPC,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,17,238
03/24/2020,Spouse,WFC,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,27,238
03/24/2020,Spouse,CSCO,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,37,238
03/24/2020,Spouse,ABBV,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,68,238
03/24/2020,Spouse,JPM,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,86,238
02/20/2020,Joint,DOCU,Stock,Sale (Partial),"$100,001 - $250,000",Kelly Loeffler,90,336
03/13/2020,Spouse,PRU,Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,51,263
03/10/2020,Spouse,CVX,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,84,283
03/10/2020,Spouse,DD,Stock,Purchase,"$1,001 - $15,000",Kelly Loeffler,37,283
03/03/2020,Spouse,DD,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,44,305
03/02/2020,Spouse,DD,Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,43,302
02/28/2020,Spouse,DD,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,42,292
03/11/2020,Joint,BKNG,Stock,Sale (Full),"$1,001 - $15,000",Kelly Loeffler,1478,276
03/10/2020,Joint,BKNG,Stock,Sale (Partial),"$15,001 - $50,000",Kelly Loeffler,1565,283
03/09/2020,Joint,HELE,Stock,Sale (Partial),"$50,001 - $100,000",Kelly Loeffler,143,276
03/06/2020,Joint,BKNG,Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,1620,294
03/09/2020,Joint,TJX,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,56,276
03/03/2020,Joint,ROST,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,110,305
03/03/2020,Joint,LULU,Stock,Sale (Full),"$50,001 - $100,000",Kelly Loeffler,229,305
03/03/2020,Joint,FB,Stock,Sale (Full),"$50,001 - $100,000",Kelly Loeffler,190,305
03/02/2020,Joint,ROST,Stock,Sale (Partial),"$15,001 - $50,000",Kelly Loeffler,109,302
02/26/2020,Joint,CME,Stock,Purchase,"$100,001 - $250,000",Kelly Loeffler,216,313
02/26/2020,Joint,NVDA,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,66,313
02/26/2020,Joint,AZO,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,1027,313
02/26/2020,Joint,ADP,Stock,Sale (Partial),"$50,001 - $100,000",Kelly Loeffler,168,313
02/26/2020,Joint,ARNA,Stock,Sale (Partial),"$15,001 - $50,000",Kelly Loeffler,47,313
02/27/2020,Joint,AMZN,Stock,Sale (Full),"$15,001 - $50,000",Kelly Loeffler,1919,303
02/24/2020,Joint,CME,Stock,Purchase,"$50,001 - $100,000",Kelly Loeffler,208,325
02/24/2020,Joint,AMZN,Stock,Purchase,"$15,001 - $50,000",Kelly Loeffler,2009,325
02/24/2020,Joint,NVDA,Stock,Sale (Partial),"$15,001 - $50,000",Kelly Loeffler,68,325
02/24/2020,Joint,FB,Stock,Sale (Partial),"$15,001 - $50,000",Kelly Loeffler,201,325
02/24/2020,Joint,ARNA,Stock,Sale (Partial),"$50,001 - $100,000",Kelly Loeffler,50,325
03/11/2020,Spouse,ICE,Stock,Sale (Partial),"$5,000,001 - $25,000,000",Kelly Loeffler,87,276
02/26/2020,Spouse,ICE,Stock,Sale (Partial),"$1,000,001 - $5,000,000",Kelly Loeffler,93,313
02/26/2020,Spouse,ICE,Stock,Purchase,"$1,000,001 - $5,000,000",Kelly Loeffler,93,313
03/11/2020,Self,ICE,Stock,Sale (Partial),"$5,000,001 - $25,000,000",Kelly Loeffler,87,276
02/18/2020,Self,ICE,Stock,Purchase,"$5,000,001 - $25,000,000",Kelly Loeffler,95,336
02/13/2020,Self,WM,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,124,336
02/13/2020,Self,DLR,Stock,Purchase,"$15,001 - $50,000",Sheldon Whitehouse,126,336
03/26/2020,Spouse,MSFT,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,152,255
03/24/2020,Spouse,MSFT,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,145,238
03/24/2020,Spouse,DIS,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,95,238
03/26/2020,Spouse,XOM,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,38,255
03/26/2020,Spouse,CVX,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,72,255
03/26/2020,Spouse,BA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,176,255
03/24/2020,Spouse,WMT,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,114,238
03/24/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,60,238
03/20/2020,Spouse,V,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,151,236
03/09/2020,Spouse,WMT,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,116,276
03/06/2020,Spouse,NFLX,Stock,Purchase,"$100,001 - $250,000",Pat Roberts,366,294
03/02/2020,Spouse,NVDA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,68,302
03/02/2020,Spouse,NFLX,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,375,302
03/20/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,59,236
03/06/2020,Spouse,NFLX,Stock,Purchase,"$100,001 - $250,000",Pat Roberts,366,294
03/06/2020,Spouse,NVDA,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,66,294
03/06/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,71,294
03/02/2020,Spouse,AAPL,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,72,302
03/02/2020,Spouse,NFLX,Stock,Sale (Full),"$100,001 - $250,000",Pat Roberts,375,302
03/09/2020,Spouse,WMT,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,116,276
03/09/2020,Spouse,TROW,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,106,276
